DATE,TA_GRADE,QUANT_GRADE,TM_TRADER_GRADE,Open,High,Low,Close,Volume,DayReturnPCT,ta_gradePCT,quant_gradePCT,tm_trader_gradePCT,DailyReturnPCT
2023-01-27,96.5083862349,53.5978219816,87.9262733842,23006.98,23493.4,22580.0,23067.18,1626.405074,0.2664536196833156,0.10051919650486685,-3.2603499905839772,-0.3216692309451874,0.2616597223972894
2023-01-26,96.4114741957,55.4041925688,88.2100178703,23071.15,23274.74,22858.6,23005.88,1193.341499,-0.21595555453386428,0.14798764599674996,-0.3820081279182541,0.0811006929649416,-0.2829074406780818
2023-01-25,96.269007957,55.6166527026,88.1385369061,22639.7,23809.38,22340.0,23055.67,2197.009498,1.8726705947591515,0.03194070809051652,0.7464049096030712,0.12154885188424558,1.8373476680344503
2023-01-24,96.2382687725,55.2046028367,88.0315355853,22913.74,23157.5,22473.84,22631.85,2143.908361,-1.235912103219472,0.04621865796829994,-0.9823949488657169,-0.08396068209498564,-1.2302225651508736
2023-01-23,96.1938092848,55.7523107211,88.1055095721,22710.87,23173.98,22514.16,22915.06,2640.997861,0.8829158102023893,0.03228072557506234,0.339957730486673,0.0711153998429026,0.899084887545043
2023-01-22,96.1627672458,55.5634185843,88.0428975135,22783.64,23074.91,22309.38,22714.51,3497.443376,-0.269758231819095,0.04927921555966108,-0.03524616081407306,0.03860262829058492,-0.30341947116440116
2023-01-21,96.1154023295,55.5830094612,88.0089237558,22675.01,23353.62,22439.37,22775.95,4471.41213,0.41849951258827733,-0.014778199051912466,-2.051785506827142,-0.2767399435727014,0.445159671373907
2023-01-20,96.1296085544,56.747343225,88.2531554885,21080.05,22758.1,20868.93,22681.03,2614.471429,7.621669122999153,0.033380266782589985,0.37155963110138135,0.076742823323106,7.594763769535651
2023-01-19,96.0975309422,56.53727354,88.1854794618,20677.13,21190.9,20660.38,21074.78,764.076433,1.9231392364414068,0.06397322279962925,1.9202427934625454,0.29820268594089594,1.9231392364414068
2023-01-18,96.0360935581,55.4720750171,87.9232898499,21128.58,21646.08,20412.41,20677.13,1745.364229,-2.1727477329361533,0.023645006722228246,1.2377508836431739,0.1752365334812156,-2.136679322510082
2023-01-17,96.0133911853,54.7938634876,87.7694856458,21187.47,21581.9,20851.69,21136.37,2085.221161,-0.26292829069715085,-0.0024912665609999607,-0.5728743315952078,-0.07406576624683359,-0.2411802824971665
2023-01-16,96.0157831944,55.1095720803,87.8345409716,20879.04,21447.7,20629.46,21192.09,2900.430181,1.545553950877676,0.0411018226832649,1.738571132249045,0.25099420836027786,1.49935054485264
2023-01-15,95.9763351713,54.1678258963,87.6146333163,20952.7,21044.33,20572.1,20869.54,2245.308389,-0.4019326364337328,0.018000572162324424,-0.1743256847777097,-0.005820746537144039,-0.3968939563874785
2023-01-14,95.9590619911,54.2624192302,87.6197334389,19929.16,21250.17,19890.43,20953.76,8620.941878,5.136356703033784,-0.028830386826372845,0.10853821985226109,-0.011836520914743076,5.1412101664094045
2023-01-13,95.9867353382,54.2035876211,87.6301057947,18844.86,20003.26,18718.59,19930.08,5011.223577,5.713323379099822,0.06881721332563373,5.784460891948573,0.7421959128898648,5.75870555684681
2023-01-12,95.920725368,51.2396500999,86.9845103143,17948.13,19113.49,17908.33,18852.95,6914.652036,5.0606219172876,16.38159851797354,-2.6962103209915766,13.753996246685807,5.041305138752605
2023-01-11,82.4191509564,52.6594598925,76.4672127436,17439.34,17996.94,17318.95,17944.83,1648.122479,2.884284613479382,37.365251594000014,-0.49375917454081986,30.52542346476894,2.8985615281312382
2023-01-10,60.0,52.9207610052,58.584152201,17180.8,17488.38,17146.6,17441.76,1213.47196,1.512287334593565,51.55126980275424,0.33915266380630804,38.75652460151979,1.5189048239895753
2023-01-09,39.5905623741,52.7418854956,42.2208269984,17131.78,17395.51,17105.39,17181.92,1721.318758,0.31117509758520345,79.95847164986185,1.510551931793569,50.83566673036071,0.2926724485138088
2023-01-08,21.9998325231,51.9570473137,27.9912754812,16944.93,17157.28,16913.17,17128.62,587.515062,1.082430422774583,-0.9000227220761325,4.881940171157817,1.1705012301906237,1.0840410671510536
2023-01-07,22.1996342758,49.5386023837,27.6674278973,16952.1,16982.15,16908.62,16945.2,268.373706,-0.04099774954799962,-0.00024293224075710995,0.6604323856160388,0.235346140768522,-0.04070292176189261
2023-01-06,22.199688206,49.2135799635,27.6024665575,16829.96,17030.14,16683.74,16952.15,1227.368213,0.7109469311711747,58.84431835811108,-0.5448710777477328,30.95862849828217,0.7260266809903326
2023-01-05,13.9757521298,49.4831996065,21.0772416251,16852.47,16878.61,16756.91,16832.48,722.090851,-0.10379840438885513,0.009431178274565966,1.439856592257005,0.6760178334874078,-0.11861762697100708
2023-01-04,13.974434176,48.7808256723,20.9357124752,16676.49,16984.83,16653.41,16849.97,1511.331821,1.054628370192856,39.9495031328521,0.37275256237412346,18.226049340544435,1.04026686670875
2023-01-03,9.9853403286,48.5996691602,17.708206095,16674.84,16774.53,16604.95,16674.12,743.945758,-0.022484885659856957,0.025777436185658864,-0.29465525551001237,-0.15036078983143852,-0.004317882510418425
2023-01-02,9.9827670272,48.7432938372,17.7348723892,16619.93,16785.92,16549.68,16677.87,713.131373,0.3628689393214479,-0.015637350368247205,-0.39292322443974514,-0.22338013001665935,0.3486175934555691
2023-01-01,9.9843283116,48.9355730688,17.774577263,16524.41,16628.2,16497.67,16617.57,309.056051,0.5597555713833691,0.011161289277472619,0.46134473861494385,0.2585428465095685,0.5637720196969287
2022-12-31,9.9832140562,48.7108481338,17.7287408717,16605.84,16639.73,16466.79,16525.07,563.619323,-0.5074250346943088,-0.028147703717407158,-10.383918995289976,-5.9973254028547585,-0.48639514773116677
2022-12-30,9.9860248929,54.3550304674,18.8598260078,16631.15,16650.64,16369.84,16609.35,1080.822896,-0.14843056767930296,0.019562636866465866,0.07011167994963596,0.048693411464606484,-0.13107933005236383
2022-12-29,9.9840717452,54.3169479427,18.8506469847,16547.63,16662.69,16492.62,16634.04,748.75969,0.5327607037155513,-0.030956423479844286,0.09455442537171788,0.041335435496847595,0.5221895824356615
2022-12-28,9.9871634138,54.2656373811,18.8428582072,16707.35,16783.9,16471.43,16545.89,1491.096529,-0.9574496104356345,-0.005931447563867209,-0.0430304589889019,-0.027303134152811825,-0.966401015122087
2022-12-27,9.9877558323,54.2889981862,18.8480043031,16921.8,16966.97,16604.33,16705.84,982.390394,-1.2647290191450056,0.01271524935528845,-0.034030894763736885,-0.014219212402777348,-1.2762235695966129
2022-12-26,9.9864860257,54.3074795074,18.850684722,16832.62,16942.28,16792.23,16919.83,479.431244,0.5131449584012904,-67.84534718848107,-0.022903944613905658,-47.21192608931334,0.5181011630988053
2022-12-25,31.0576702048,54.319920912,35.7101203463,16838.18,16853.97,16731.82,16833.45,443.661161,-0.004395815896085509,13.772276657597482,0.04574796423015837,9.21362185168999,-0.028090921940493452
2022-12-24,27.2981003081,54.2950820173,32.69749665,16781.48,16864.1,16776.9,16834.19,259.818886,0.3097925182633965,1.106579635273408,-1.667398437131884,0.1681298374729634,0.314096253727314
2022-12-23,26.9993312073,55.2157485456,32.642614675,16824.09,16945.58,16761.57,16782.2,980.279996,-0.2370693754874642,0.003740227344928293,7.882099083016825,2.5369717246056744,-0.2489882067915672
2022-12-22,26.9983214087,51.1815667427,31.8349704755,16828.58,16864.11,16563.47,16822.08,1298.109936,-0.04474256979216662,-3.153380236931014e-05,-6.557085368475002,-2.2065683571487416,-0.038624768102835105
2022-12-21,26.9983299223,54.773084663,32.5532808704,16898.67,16922.3,16732.51,16829.61,868.853082,-0.4091426880686422,170.4244306006111,0.30138314995828974,72.16078158984274,-0.40867121495359315
2022-12-20,9.9836874436,54.608503834,18.9086507216,16436.13,17048.57,16398.97,16898.75,2231.510723,2.7911378969080802,-77.80036297465388,8.479450504739283,-58.93515135432105,2.814652841027665
2022-12-19,44.9723003678,50.3399524794,46.0458307901,16741.57,16814.49,16283.49,16439.89,1479.406444,-1.786200749393041,0.12970796381204241,-0.3965752493115149,0.014160817187214292,-1.8019815345872603
2022-12-18,44.9140432768,50.5403831298,46.0393112474,16781.49,16855.91,16663.99,16738.88,676.474706,-0.24731263535152648,-0.0753134155579982,-6.101772887648793,-1.4637958300791065,-0.2539107075712588
2022-12-17,44.9478950718,53.8246404475,46.7232441469,16625.45,16796.67,16583.73,16780.38,1074.492452,0.8817635993413564,-35.74206016733571,9.15320069592973,-29.01528331484633,0.9318845504933781
2022-12-16,69.9491692215,49.3110967927,65.8215547357,17355.01,17526.27,16532.94,16633.71,2945.142181,-4.180220825986192,-27.06030321011471,0.9663035225878636,-23.895011735745577,-4.156148570355189
2022-12-15,95.9,48.8391622475,86.4878324495,17801.85,17854.26,17283.91,17359.37,1863.836197,-2.5013030252652224,37.30391183278525,0.12017891193953911,31.776613562264842,-2.485584363422899
2022-12-14,69.8450602899,48.7805383273,65.6321558974,17782.93,18379.51,17662.65,17804.72,3585.022348,0.12776965470702173,0.5454057546833146,-0.650132520674418,0.36587362771409726,0.1225332383358646
2022-12-13,69.4661877046,49.0997517812,65.39290052,17211.41,17967.49,17083.4,17782.0,1353.343635,3.3543971245367565,0.5178638405761715,2.2545284320121484,0.7748823440102193,3.3151845200364294
2022-12-12,69.1083008039,48.0171905676,64.8900787567,17086.62,17240.58,16873.77,17204.88,831.739269,0.7032006340160768,-0.1533662068305186,0.04086217749903476,-0.124668846938214,0.6921205013045384
2022-12-11,69.2144523841,47.9975777122,64.9710774498,17129.77,17270.79,17071.81,17084.74,448.306265,-0.26357437204791445,21.343838763604573,-1.8914451660994591,17.241315656683188,-0.2628756836781765
2022-12-10,57.0399396371,48.9229280703,55.4165373238,17127.67,17226.88,17095.18,17129.89,280.844573,-0.008872591339537106,-0.0726527597637805,0.26626273200804906,-0.012979017288883288,0.012961482793638623
2022-12-09,57.0814108574,48.7930104676,55.4237307794,17222.55,17358.24,17068.04,17131.41,628.721642,-0.5179839738545855,25.184597354084914,-0.036562762616709765,19.85996204425904,-0.5291899283207169
2022-12-08,45.5977908336,48.8108570654,46.24040408,16839.33,17296.05,16737.94,17220.61,1005.296721,2.2762489346601633,-20.088570033978993,-2.675161858873687,-16.951556474060315,2.26422310151293
2022-12-07,57.0604115744,50.1525181009,55.6788328797,17090.14,17137.26,16685.62,16837.35,906.982363,-1.4689522757290518,51.58565976386906,-13.97460582163016,33.28643835757718,-1.479156987596364
2022-12-06,37.6423546022,58.2996667204,41.7738170258,16968.93,17106.61,16910.0,17088.37,1376.064526,0.7051802995041934,-54.001927408631815,15.568026064161455,-44.71214180694116,0.703874669764093
2022-12-05,81.8346345435,50.4461906168,75.5569457582,17104.72,17419.36,16869.44,16968.71,1850.641398,-0.8052513494901881,272.0441924696358,-0.08011145552073717,172.8270364880656,-0.7951606340238393
2022-12-04,21.9959446216,50.4866361959,27.6940829365,16883.97,17202.45,16880.56,17106.46,671.866365,1.3472314216549819,24.49377512271751,0.021103128095734114,14.29740562942765,1.3177587972496907
